"gloss","target_child_name","part_of_speech","target_child_sex"
"dirty",NA,"adj","female"
"yeah Tinky_Winky has a purple shirt and that's Dispy's hat",NA,"co n:prop v det:art adj n coord pro:dem adj n","female"
"that one's great",NA,"comp pro:indef adj","female"
"well if you stop stepping on it sweet stuff",NA,"co conj pro:per v n:gerund prep pro:per adj n","female"
"I know we're waiting for the new kitchen right",NA,"pro:sub v pro:sub part prep det:art adj n co","female"
"very good",NA,"adv adj","female"
"should I've wiped Floppy's nose",NA,"mod pro:sub part adj n","female"
"oh that's very nice",NA,"co pro:dem adv adj","female"
"look at the little tiny circles",NA,"v prep det:art adj adj n","female"
"whoa that's her other new thing recently",NA,"co pro:dem pro:obj qn adj n adv","female"
"that one is especially great",NA,"det:dem pro:indef cop adv adj","female"
"here's a little train honey",NA,"pro:exist det:art adj n n","female"
"yucky",NA,"adj","female"
"that would be nice wouldn't it",NA,"pro:dem mod cop adj mod pro:per","female"
"and now I am famous",NA,"coord adv pro:sub cop adj","female"
"wow big",NA,"co adj","female"
"yucky",NA,"adj","female"
"lovely",NA,"adj","female"
"was that true Olivia's teacher asked",NA,"cop adv adj adj n part","female"
"why don't you wipe Birthday Bear's nose",NA,"pro:int mod pro:per v n:prop adj n","female"
"your ant farm's ants have escaped said Ruby",NA,"det:poss n adj n v part v n:prop","female"
"pretty all true",NA,"adv adv adj","female"
"very yummy",NA,"adv adj","female"
"are they more delicious when you eat them",NA,"cop pro:sub adv adj conj pro:per v pro:obj","female"
"oh interesting",NA,"co adj","female"
"this one okay",NA,"pro:dem pro:indef adj","female"
"are you sure Olivia",NA,"cop pro:per adj n:prop","female"
"and what about Gaby's Daddy",NA,"coord pro:int prep adj n:prop","female"
"what's dirty",NA,"pro:int adj","female"
"it was a pleasant summer morning",NA,"pro:per cop det:art adj n n","female"
"to the best of my recollection",NA,"prep det:art adj prep det:poss n","female"
"we're not gonna eat raisins on Mommy's bed honey",NA,"pro:sub neg part v n prep adj n n","female"
"I'm sorry sweetie pie",NA,"pro:sub adj co n","female"
"what did Gaby's Daddy do last night",NA,"pro:int mod adj n:prop v adv n","female"
"very nice",NA,"adv adj","female"
"what did Ruby find in Max's drawer",NA,"pro:int mod n:prop v prep adj n","female"
"can I see your funny face",NA,"mod pro:sub v det:poss adj n","female"
"he has a long tail",NA,"pro:sub v det:art adj n","female"
"do you want me to draw a little picture for you",NA,"mod pro:per v pro:obj inf v det:art adj n prep pro:per","female"
"Gaby's Daddy came back for xxx for Gaby right",NA,"adj n:prop v adv prep prep n:prop co","female"
"will you play ball with me Francis's lil sister Gloria called",NA,"mod pro:per v n prep pro:obj adj adj n n:prop v","female"
"he does have a long tail you're right",NA,"pro:sub mod v det:art adj n pro:per co","female"
"I think it's a easter egg isn't it",NA,"pro:sub v pro:per det:art adj n cop pro:per","female"
"xxx yeah big dust bunny",NA,"co adj n n","female"
"no said Francis you're too lil",NA,"co v n:prop pro:per adv adj","female"
"and what about the baby owls oh look how fuzzy they are djou wanna show the baby owls to Manuela",NA,"coord pro:int prep det:art n n co v pro:int adj pro:sub cop v pro:per v v det:art n n prep n:prop","female"
"you wanna wipe the camera's nose",NA,"pro:per v v det:art adj n","female"
"mm delicious",NA,"co adj","female"
"that's right Gaby's Daddy came back for Gaby",NA,"pro:dem adv adj n:prop v adv prep n:prop","female"
"ooh a tasty bed+time treat",NA,"v det:art adj n","female"
"yes that's Olivia's mommy",NA,"co pro:rel adj n","female"
"the camera actually doesn't have a nose isn't that funny",NA,"det:art n adv mod v det:art n cop det:dem adj","female"
"is that an easter egg",NA,"cop comp det:art adj n","female"
"is Gloria sad",NA,"cop n:prop adj","female"
"little tiny pup",NA,"adj adj n","female"
"Olivia is not at all sleepy",NA,"n:prop cop neg prep qn adj","female"
"that was funny",NA,"pro:dem cop adj","female"
"good night says her mother",NA,"adj n v det:poss n","female"
"you wanna wipe mommy's nose",NA,"pro:per v v adj n","female"
"she's a sad lil baby",NA,"pro:sub det:art adj adj n","female"
"good night mommy",NA,"adj n n","female"
"a tasty bedtime treat",NA,"det:art adj n","female"
"she was telling us that every five minutes last night",NA,"pro:sub aux part pro:obj comp qn det:num n adj n","female"
"Francis walked over to Albert's house",NA,"n:prop v adv prep adj n","female"
"Gaby's Daddy back Gaby",NA,"adj n:prop adj n:prop","female"
"when she got to Albert's house he was coming out and carrying a large heavy looking paper bag",NA,"conj pro:sub v prep adj n pro:sub aux part adv coord part det:art adj adj n:gerund n n","female"
"this easter egg is from last year Max said Ruby",NA,"det:dem adj n cop prep adj n n:prop v n:prop","female"
"that's the daddy sitting with his big girl",NA,"pro:dem det:art n part prep det:poss adj n","female"
"yeah she does have a nice voice",NA,"co pro:sub mod v det:art adj n","female"
"ooh creepy crawlies",NA,"v adj n","female"
"that whole thing is a plant",NA,"det:dem adj n cop det:art n","female"
"yay Gaby's daddy",NA,"co adj n","female"
"well let's not wipe Manuela's nose with that because she doesn't have our germs",NA,"co v neg n adj n prep det:dem conj pro:sub mod v det:poss n","female"
"very distinctive",NA,"adv adj","female"
"ten small",NA,"det:num adj","female"
"those are very noisy animals",NA,"pro:dem cop adv adj n","female"
"nine soft friends in a quiet room",NA,"det:num adj n prep det:art n n","female"
"skunks smell bad pew",NA,"v n adj n","female"
"eight square window panes with falling snow",NA,"det:num adj n n prep n:gerund n","female"
"a big bag what do you think is in that bag",NA,"det:art adj n pro:int mod pro:per v aux prep det:dem n","female"
"nah ha that's Olivia's mommy",NA,"co co pro:rel adj n","female"
"you forgot one seven empty",NA,"pro:per v det:num det:num adj","female"
"shoes in a short straight row",NA,"n prep det:art adj n n","female"
"good direction honey",NA,"adj n n","female"
"six pale seashells hanging down",NA,"det:num adj part adv","female"
"look is that good",NA,"co cop det:dem adj","female"
"guess we'll hafta clean that up right",NA,"n pro:sub mod adj comp adv co","female"
"that one's a cherry",NA,"comp adj det:art n","female"
"four sleepy eyes which open and close",NA,"det:num adj n pro:rel adj coord v","female"
"it's red",NA,"pro:per adj","female"
"that's okay honey",NA,"pro:dem adj n","female"
"she has a lil table",NA,"pro:sub v det:art adj n","female"
"you can leave that on it's a decorative effect",NA,"pro:per mod v pro:dem adv pro:per det:art adj n","female"
"well I'll just I'll move the train track",NA,"n pro:sub adj pro:sub v det:art n n","female"
"I think the apple cart is red to",NA,"pro:sub v det:art n n cop adj prep","female"
"two strong arms around a fuzzy bear's head",NA,"det:num adj n prep det:art adj adj n","female"
"four different lamps",NA,"det:num adj n","female"
"oh you're wiping the lamb's nose boop boop boop boop boop",NA,"co pro:per part det:art adj n co co co co co","female"
"um you know maybe I'll put the train track away and bring it out in a coupla months it'll seem like a new toy to her",NA,"pro:per v adv pro:sub v det:art n n adv coord v pro:per adv prep det:art n prep n pro:per cop prep det:art adj n prep pro:obj","female"
"that was a good one you wanna get another book honey",NA,"pro:dem cop det:art adj pro:indef pro:per v v qn n n","female"
"one big girl all ready for bed",NA,"det:num adj n adv adj prep n","female"
"are you very silly",NA,"cop pro:per adv adj","female"
"well I'll bring my own said Francis",NA,"co pro:sub v det:poss adj v n:prop","female"
"Max rescued his very favorite piece of gum on a string from the bottom of his bug box",NA,"n:prop v det:poss adv adj n prep n prep det:art n prep det:art n prep det:poss n n","female"
"okay I dunno where it is",NA,"adj pro:sub mod v pro:int pro:per cop","female"
"sweetie pie come over here Daddy's on the phone",NA,"co n v prep n adj prep det:art n","female"
"Laa_Laa has black eyes yeah",NA,"n:prop aux adj n co","female"
"white",NA,"adj","female"
"you are very silly",NA,"pro:per cop adv adj","female"
"this is like the bear tape we just read the same thing xxx xxx",NA,"pro:dem cop co det:art n n pro:sub adv v det:art adj n","female"
"Olivia's sunglasses",NA,"adj n","female"
"a lil frog work maybe",NA,"det:art adj n n adv","female"
"very good",NA,"adv adj","female"
"honey you're good I",NA,"co pro:per adj pro:sub","female"
"green red and blue",NA,"n n coord adj","female"
"you wanna do the itsy bitsy spider",NA,"pro:per v v det:art adj adj n","female"
"Po has a red shirt you're right",NA,"n:prop v det:art adj n pro:per co","female"
"purple yellow green red and blue",NA,"adj n adj n coord adj","female"
"does she go to the potty",NA,"mod pro:sub v prep det:art adj","female"
"it went okay",NA,"pro:per v adj","female"
"Mommy says you're crazy",NA,"n:prop v pro:per adj","female"
"she didn't get any shots or anything but she screamed the entire time",NA,"pro:sub mod v qn n coord pro:indef conj pro:sub v det:art adj n","female"
"ready",NA,"adj","female"
"this is actually um my nephew's he just doesn't he's seven now he doesn't play with it anymore",NA,"pro:dem cop adv det:poss adj pro:sub adv mod pro:sub det:num adv pro:sub mod v prep pro:per adv","female"
"crazy when you go down with your hands first",NA,"adj conj pro:per v adv prep det:poss n adv","female"
"when Francis got home Gloria said how did you play so fast that you were home so soon",NA,"conj n:prop v adv n:prop v pro:int mod pro:per n adv adj comp pro:per cop adv adv adj","female"
"another sea+lion right",NA,"qn adj","female"
"you're lucky you have a friend to play with said Gloria",NA,"pro:per adj pro:per v det:art n prep n prep v n:prop","female"
"oh_my_goodness that is silly",NA,"co pro:rel cop adj","female"
"crazy",NA,"adj","female"
"ready",NA,"adj","female"
"this is Olivia she is good at lots_of things",NA,"pro:dem cop n:prop pro:sub cop adj prep qn n","female"
"oh look and the next day they decided to do something together",NA,"co v coord det:art adj n pro:sub v inf v pro:indef adv","female"
"you little stuffy",NA,"pro:per adj adj","female"
"you're crazy",NA,"pro:per adj","female"
"ready set go",NA,"adj n v","female"
"what type of animals did we see last time at the zoo",NA,"pro:int n prep n mod pro:sub v adj n prep det:art n","female"
"she's like no are you stuffy honey",NA,"pro:sub co qn aux pro:per adj n","female"
"yeah Po has a red shirt",NA,"co n:prop v det:art adj n","female"
"okay you ready to do the spider",NA,"co pro:per adj inf v det:art n","female"
"seeds very good honey",NA,"n adv adj n","female"
"and it's the C W the crazy",NA,"coord pro:per det:art n:prop n:prop det:art adj","female"
"that's is that green ooze",NA,"pro:dem aux adv adj n","female"
"good choice Lily",NA,"adj n n:prop","female"
"ready",NA,"adj","female"
"it's green",NA,"pro:per adj","female"
"the itsy bitsy spider went up the water spout",NA,"det:art adj adj n v adv det:art n n","female"
"green and oozy",NA,"n coord adj","female"
"I'd turn into a beautiful fish",NA,"pro:sub v prep det:art adj n","female"
"I'd flip down rivers and splash in the sea I'd swim so far you'd never catch me",NA,"pro:sub v v n coord n prep det:art n pro:sub n adv adj pro:per adv v pro:obj","female"
"good choice Lily",NA,"adj n n:prop","female"
"I'd see one green fish",NA,"pro:sub v det:num adj n","female"
"and you still have a lil syrup on your nose",NA,"coord pro:per adv v det:art adj n prep det:poss n","female"
"yeah see you're stuck a lil bit let me",NA,"co co pro:per part det:art adj n v pro:obj","female"
"wow he's a good swimmer",NA,"co pro:sub det:art adj n","female"
"whoopsie sorry honey",NA,"co adj n","female"
"yeah he has yellow feet",NA,"co pro:sub aux adj n","female"
"but then they decided that it would be better if they all played together",NA,"conj adv:tem pro:sub v comp pro:per mod cop adj conj pro:sub post v adv","female"
"she asked Lily what her favorite food was I said if Lily says chocolate I'm in trouble",NA,"pro:sub v n:prop pro:int det:poss adj n cop pro:sub v comp n:prop v n pro:sub prep n","female"
"a lil sticky",NA,"det:art adj n","female"
"and the itsy bitsy spider went up the spout again",NA,"coord det:art adj adj n v adv det:art n adv","female"
"little bit sticky",NA,"adj n n","female"
"there's that easter egg",NA,"pro:exist det:dem adj n","female"
"ah I see their knees you're right they're bending their knees",NA,"co pro:sub v det:poss n pro:per adj pro:sub part det:poss n","female"
"did you your hands are a lil sticky",NA,"mod pro:per det:poss n cop det:art adj n","female"
"that's your favorite part of the song",NA,"pro:dem det:poss adj n prep det:art n","female"
"you're funny",NA,"pro:per adj","female"
"pink",NA,"adj","female"
"and another piece of easter egg",NA,"coord qn n prep adj n","female"
"eight skinny fish",NA,"det:num adj n","female"
"nine flashy fish",NA,"det:num adj n","female"
"there's a green slide and an orange slide you're right",NA,"pro:exist det:art adj n coord det:art n n pro:per co","female"
"and who is my big girl",NA,"coord pro:int cop det:poss adj n","female"
"ten little ladybugs",NA,"det:num adj","female"
"that's neat",NA,"pro:dem adj","female"
"pink well it is pink",NA,"adj n pro:per cop adj","female"
"nine little ladybugs skipping on a gate",NA,"det:num adj part prep det:art n","female"
"maple syrup right",NA,"n n adj","female"
"that would make your breakfast this morning grapes and raisins honey wow that's great",NA,"pro:dem mod v det:poss n det:dem n n coord n n co pro:dem adj","female"
"oh my gosh that's silly",NA,"co det:poss co pro:dem adj","female"
"I'm in a state of shock and every single one of my friends is pregnant",NA,"pro:sub prep det:art n prep n coord qn adj pro:indef prep det:poss n cop adj","female"
"delicious",NA,"adj","female"
"yes that's fun",NA,"co pro:dem adj","female"
"eight oh seven little ladybugs resting on sticks",NA,"det:num co det:num adj part prep n","female"
"did you tell Manuela that Mommy's plant is fake",NA,"mod pro:per v n:prop det:dem adj n cop adj","female"
"very dirty",NA,"adv adj","female"
"my friend Debbie was over with Lily's friend Gabby",NA,"det:poss n n:prop cop adv prep adj n n:prop","female"
"yummy",NA,"adj","female"
"and due in the next like four months three to five months",NA,"coord n prep det:art adj co det:num n det:num prep det:num n","female"
"six little ladybugs what's this",NA,"det:num adj pro:int pro:dem","female"
"yeah it can be very sticky and dirty",NA,"co pro:per mod cop adv n coord adj","female"
"I it looks pretty real though doesn't it",NA,"pro:sub pro:per v adv adj conj mod pro:per","female"
"very nice",NA,"adv adj","female"
"those are called golden raisins",NA,"det:dem aux part adj n","female"
"Lily was Gabby's birthday this week",NA,"n:prop cop adj det:dem n","female"
"is that fun",NA,"cop pro:dem adj","female"
"it's true",NA,"pro:per adj","female"
"runaway bunny",NA,"adj n","female"
"Olivia dancing that's her lil stereo she's listening to music",NA,"n:prop part pro:rel det:poss adj n pro:sub part prep n","female"
"oopy goopy sticky dirty",NA,"on on n adj","female"
"once there was a little bunny who wanted to run away",NA,"adv pro:exist cop det:art adj n pro:rel v inf v adv","female"
"whoopsie I'm sorry honey",NA,"co pro:sub adj n","female"
"xxx you have a lot of raisins in your mouth little girl",NA,"pro:per v det:art n prep n prep det:poss n adj n","female"
"and these are all people that we're all like close to literally everyone we know",NA,"coord pro:dem cop adv n adv pro:sub post co adj inf adv pro:indef pro:sub v","female"
"five little ladybugs sleeping by the shore",NA,"det:num adj part prep det:art n","female"
"is it a a dirty crayon crayon",NA,"aux pro:per det:art det:art adj n n","female"
"four little ladybugs climbing up a tree",NA,"det:num adj part prep det:art n","female"
"I've gone through like three plants but this is a separate heating element so it's like not always warm in here and there's no sun but",NA,"pro:sub part adj co det:num n conj det:dem cop det:art adj part n adv pro:per prep neg adv adj prep n coord pro:exist qn n conj","female"
"are you doing some sort of tribal dance",NA,"cop pro:per part qn n prep adj n","female"
"she might be going to her room I think her lil c_d player is on",NA,"pro:sub mod aux part prep det:poss n pro:sub v det:poss adj n n cop adv","female"
"the mommy bunny said if you run away I will run after you for you are my little bunny",NA,"det:art n n v comp pro:per part adv pro:sub mod v prep pro:per prep pro:per cop det:poss adj n","female"
"turtle and then there were three little ladybugs drinking up dew",NA,"n coord adv:tem adv cop det:num adj part adv n","female"
"wow the train's on the sit and spin",NA,"co det:art adj prep det:art v coord n","female"
"he has a big tail",NA,"pro:sub v det:art adj n","female"
"why don't you bring the new stickers over here",NA,"pro:int mod pro:per v det:art adj v prep n","female"
"I think I told you that she thinks sorry just means like that's a shame or something",NA,"pro:sub v pro:sub v pro:per pro:rel pro:sub v adj adv v prep pro:dem det:art n coord pro:indef","female"
"ooh very good honey good dancing",NA,"v adv adj n adj n:gerund","female"
"isn't there a sheet of new stickers",NA,"cop adv det:art n prep adj n","female"
"they're looking for Dipsy's hat yeah",NA,"pro:sub part prep adj n co","female"
"he's swimming swimming he's such a good swimmer",NA,"pro:sub part part pro:sub qn det:art adj n","female"
"just some strange bear who wandered into our house",NA,"adv qn adj n pro:rel v prep det:poss n","female"
"two little ladybugs basking in the sun",NA,"det:num adj part prep det:art n","female"
"sweetie pie let's bring the book a lil bit over here okay honey",NA,"co n v v det:art n det:art adj n prep n adj n","female"
"there we go wow great",NA,"adv pro:sub v co adj","female"
"yeah that's Dipsy's hat",NA,"co pro:dem adj n","female"
"I know Mommy keeps taking the batteries out of it to put like in various like everything takes C batteries and we only one",NA,"pro:sub v n:prop v part det:art n adv prep pro:per inf v prep prep adj prep pro:indef v n:prop n coord pro:sub adv pro:indef","female"
"one little ladybug sitting all alone",NA,"det:num adj part adv adv","female"
"when we were at Auntie's work",NA,"conj pro:sub cop prep adj n","female"
"xxx lemme get the phone I'll be right back",NA,"v pro:obj v det:art n pro:sub cop adj n","female"
"that's good driving honey",NA,"pro:dem adj n:gerund n","female"
"little sticky",NA,"adj n","female"
"if you become a fisherman said the little bunny I will become a rock on the mountain",NA,"conj pro:per cop det:art n v det:art adj n pro:sub mod cop det:art n prep det:art n","female"
"a yellow ball",NA,"det:art adj n","female"
"and Mommy gave him a big hug",NA,"coord n:prop v pro:obj det:art adj n","female"
"it's the sand the light sand",NA,"pro:per det:art n det:art adj n","female"
"Tamar's brother",NA,"adj n","female"
"fast as you can drive the fire chief to the forest fire in this special car",NA,"adv prep pro:per mod v det:art n adj prep det:art n n prep det:dem adj n","female"
"I'm good how are you",NA,"pro:sub adj pro:rel cop pro:per","female"
"Debbie was talking on the phone and I was in the other room and I came back like five minutes later so I'm not sure what Debbie said but xxx I come in and Lily goes",NA,"n:prop aux part prep det:art n coord pro:sub cop prep det:art qn n coord pro:sub v adv co det:num n adv adv pro:sub neg adj pro:int n:prop v conj pro:sub v adv coord n:prop v","female"
"right Rafi and Tamar's daddy both came in right",NA,"adv n:prop coord adj n post v prep co","female"
"xxx are you funny",NA,"aux pro:per adj","female"
"right we hafta call Tamar's Mommy",NA,"adv pro:sub mod v adj n:prop","female"
"is Lily very funny",NA,"cop n:prop adv adj","female"
"hm Lily needs two different waters",NA,"co n:prop v det:num adj n","female"
"that's tough Mommy that's tough",NA,"pro:dem adj n:prop pro:dem adj","female"
"I'm good how are you",NA,"pro:sub adj pro:rel cop pro:per","female"
"a hat she's got a hat very very good",NA,"det:art n pro:sub part det:art n adv adv adj","female"
"wasn't that nice to see Rafi",NA,"cop det:dem adj inf v n:prop","female"
"very good honey",NA,"adv adj n","female"
"you're drinking Lily's water and Mommy's water",NA,"pro:per part adj n coord adj n","female"
"and I said Debbie did you just say that's tough xxx and Debbie's like",NA,"coord pro:sub v n:prop mod pro:per adv v pro:dem adj coord adj prep","female"
"you know sometimes when it looks like a little horse they call it a mule",NA,"pro:per v adv conj pro:per v prep det:art adj n pro:sub v pro:per det:art n","female"
"xxx okay can I call you back in a little bit",NA,"adj mod pro:sub v pro:per adv prep det:art adj n","female"
"yeah it's beautiful",NA,"co pro:per adj","female"
"your doctor's appointment at what time",NA,"det:poss adj n prep pro:int n","female"
"she's really funny",NA,"pro:sub adv adj","female"
"eleven thirty okay",NA,"det:num det:num adj","female"
"we got that at the same store we we got duckie",NA,"pro:sub v comp prep det:art adj n pro:sub pro:sub v n","female"
"so I kept trying to say like that doesn't really make sense honey let's say that's silly or that's funny or something you know",NA,"co pro:sub v part inf v prep adv mod adv v n co v v comp adj coord pro:dem adj coord pro:indef pro:per v","female"
"it's empty would you like to throw it away",NA,"pro:per adj mod pro:per v inf v pro:per adv","female"
"alrighty so we'll meet near the entrance",NA,"adj adv pro:sub v prep det:art n","female"
"um and what time do you think you'll be done with your doctor's appointment in case I miss you before you go",NA,"coord pro:int n mod pro:per v pro:per aux part prep det:poss adj n prep n pro:sub v pro:per adv pro:per v","female"
"do we see the fire station near the train station when we drop daddy off",NA,"mod pro:sub v det:art n n adj det:art n n conj pro:sub n n adv","female"
"is that the Daddy you think okay",NA,"cop comp det:art n:prop pro:per v adj","female"
"the yankee candle factory",NA,"det:art adj n n","female"
"mm okay okay I'll definitely be home by then so call me as soon as your doctor's appointment is over if I don't speak to you before",NA,"co adj adj pro:sub adv cop adv prep adv:tem adv v pro:obj adv adj adv det:poss adj n cop adv comp pro:sub mod v prep pro:per adv","female"
"my parents have this little thing called the golem",NA,"det:poss n v det:dem adj n v det:art n","female"
"which is like this old folk tale or something like that",NA,"pro:rel cop co det:dem adj n n coord pro:indef prep pro:dem","female"
"this little metal like soldier",NA,"det:dem adj n prep n","female"
"stomp your feet clap your hands everybody ready for a barnyard dance",NA,"v det:poss n v det:poss n pro:indef adj prep det:art n n","female"
"oh the bow is tied on top how pretty",NA,"co det:art n aux part prep adj pro:rel adv","female"
"oh yeah we might be able to",NA,"co co pro:sub mod cop adj inf","female"
"oh yeah Julie's a little big to fit in the baby crib huh",NA,"co co adj det:art adj adj inf v prep det:art n n co","female"
"that would be really fun",NA,"pro:dem mod cop adv adj","female"
"yeah she's a little big",NA,"co pro:sub det:art adj adj","female"
"yeah no I haven't been there in a long time",NA,"co co pro:sub aux cop adv prep det:art adj n","female"
"scramble with the little chicks cheep cheep cheep",NA,"n prep det:art adj n v v v","female"
"very good story honey",NA,"adv adj n n","female"
"look at those little chicks dancing",NA,"v prep det:dem adj n part","female"
"good spinning honey",NA,"adj n:gerund n","female"
"square very good",NA,"adv adv adj","female"
"huh spiky animals huh this looks like your fish",NA,"co adj n co pro:dem v prep det:poss n","female"
"let's not be quite so destructive",NA,"v neg cop adv adv adj","female"
"in a little while like maybe in a week or so",NA,"prep det:art adj n v adv prep det:art n coord adv","female"
"with a neigh and a moo and a cock_a_doodle_doo another little promenade two by two",NA,"prep det:art v coord det:art v coord det:art co qn adj n det:num prep det:num","female"
"doesn't it doesn't it look like your little fish",NA,"mod pro:per mod pro:per v conj det:poss adj n","female"
"do they smell good",NA,"mod pro:sub v adj","female"
"okay you wanna put the green dress on instead",NA,"co pro:per v v det:art adj n adv adv","female"
"okay can I have that blue piece please",NA,"co mod pro:sub v det:dem adj n co","female"
"alrighty",NA,"adj","female"
"some people are going to come in and change our whole kitchen",NA,"qn n aux part inf v adv coord v det:poss adj n","female"
"perfect",NA,"adj","female"
"they're gonna bang bang bang bang bang knock everything down with big hammers",NA,"pro:sub part v n n n n n pro:indef adv prep adj n","female"
"and put all new things in",NA,"coord v adv adj n adv","female"
"who's apple man's friend",NA,"pro:int n adj n","female"
"they all live in New York",NA,"pro:sub adv adj prep n:prop n:prop","female"
"won't that be great",NA,"mod pro:dem cop adj","female"
"she's a tree very good sweetie",NA,"pro:sub det:art n adv adj co","female"
"baby Elmo's apple man's friend",NA,"n n:prop cop n adj n","female"
"that'll be great",NA,"pro:rel cop adj","female"
"you want my to put the green dress on instead",NA,"pro:per v det:poss inf v det:art adj n adv adv","female"
"okay sweetie I just had to make plans with Ronnie for the zoo okay",NA,"co co pro:sub adv v inf v n prep n:prop prep det:art n adj","female"
"pink",NA,"adj","female"
"should we have a nice new pretty floor",NA,"mod pro:sub v det:art adj adj adj n","female"
"so I think it would be better to put them on",NA,"co pro:sub v pro:per mod cop adj inf v pro:obj adv","female"
"I think it might be a little handbag",NA,"pro:sub v pro:per mod cop det:art adj n","female"
"orange carrots",NA,"adj n","female"
"you might be able to just pull it down yeah",NA,"pro:per mod cop adj inf adj v pro:per adv co","female"
"sweetie did you play with the golem at grandma Rosie's house",NA,"co mod pro:per v prep det:art n prep n adj n","female"
"a big tree",NA,"det:art adj n","female"
"did you get Mama's cough",NA,"mod pro:per v adj n","female"
"because they smell so nice",NA,"conj pro:sub v adv adj","female"
"it's kinda hard to take seriously",NA,"pro:per n prep adj inf v adv","female"
"tree she's a big tree",NA,"n pro:sub det:art adj n","female"
"a blue blanket",NA,"det:art adj n","female"
"is at grandma Rosie's right",NA,"cop prep n adj n","female"
"a ball should make a lil green apple",NA,"det:art n mod v det:art adj n n","female"
"blue whale",NA,"adj n","female"
"yummy",NA,"adj","female"
"sweetie who's over there on your lil tin",NA,"co pro:rel prep n prep det:poss adj n","female"
"yellow sun",NA,"adj n","female"
"that smells good",NA,"pro:rel v adj","female"
"um Lily said the funniest thing the other day",NA,"n:prop v det:art adj n det:art qn n","female"
"xxx parents were here a couple weeks ago last week weekend right",NA,"n cop adv det:art qn n post adj n adj","female"
"blue",NA,"adj","female"
"is she all wet now",NA,"cop pro:sub adv adj adv","female"
"blue orange and yellow",NA,"adj n coord n","female"
"is that the baby's fingers",NA,"cop comp det:art adj n","female"
"that's nice",NA,"pro:dem adj","female"
"maybe Belle wants to take a nap on that lil red bed",NA,"adv n:prop v inf v det:art n prep det:dem adj adj n","female"
"oh_my_goodness her dress is all wet",NA,"co det:poss n cop adv adj","female"
"and um so they you know kept talking xxx this xxx that whatever so she started walking around saying Daddy's name is xxx Daddy's name is xxx",NA,"coord co pro:sub pro:per v v part det:dem adv pro:int co pro:sub v part adv part adj n cop adj n cop","female"
"the baby's lips",NA,"det:art adj n","female"
"he's a tricky fox",NA,"pro:sub det:art adj n","female"
"so the other day she says to me she's sitting on the steps and I'm putting her um shoes on she goes Daddy's name honey",NA,"co det:art qn n pro:sub v prep pro:obj pro:sub part prep det:art n coord pro:sub part pro:obj n adv pro:sub v adj n n","female"
"I'm sure Manuela knows that already but",NA,"pro:sub adj n:prop v comp adv conj","female"
"he's foxy",NA,"pro:sub adj","female"
"pink oh my gosh great",NA,"adj co det:poss co adj","female"
"yeah a lil too well",NA,"co det:art adj adv adv","female"
"uh actually the bunny's wearing a purple vest",NA,"adv det:art n aux part det:art adj n","female"
"big boat",NA,"adj n","female"
"good job",NA,"adj n","female"
"she's all wet",NA,"pro:sub adv adj","female"
"lil nap time for Belle",NA,"adj n n prep n:prop","female"
"red lady bugs",NA,"adj n n","female"
"did you say Daddy's name is honey",NA,"mod pro:per v adj n cop n","female"
"very nice",NA,"adv adj","female"
"no you didn't rip Swiper's nose off",NA,"co pro:per mod v adj n adv","female"
"you made a Fredrick and he's black",NA,"pro:per v det:art n:prop coord pro:sub adj","female"
"that was very funny and cute",NA,"pro:dem cop adv adj coord adj","female"
"wow little rhinestones and flowers",NA,"co adj coord n","female"
"and my latest here's my latest recommendation Manuela",NA,"coord det:poss adj pro:exist det:poss adj n n:prop","female"
"I'm not sure where the other one is",NA,"pro:sub neg adj pro:int det:art qn pro:indef cop","female"
"Lily's sad",NA,"adj adj","female"
"no that's silly",NA,"co pro:dem adj","female"
"ooh so pretty",NA,"v adv adj","female"
"funny and cute",NA,"adj coord adj","female"
"and what do you say when you're under Mommy's blankets in the bed",NA,"coord pro:int mod pro:per v conj pro:per adv adj n prep det:art n","female"
"very good sweetie very good xxx",NA,"adv adj co adv adj","female"
"no Lily's happy",NA,"co adj adj","female"
"so pretty",NA,"adv adj","female"
"because it's last season's big whoop like who would know",NA,"conj pro:per adj adj adj n prep pro:int mod v","female"
"can you find that hat that looks just like Mazy's",NA,"mod pro:per v comp n pro:rel v adv prep adj","female"
"that's very nice of you honey",NA,"pro:dem adv adj prep pro:per n","female"
"I mean like whatever how would I know I can't tell one from the next",NA,"pro:sub v prep pro:int pro:rel mod pro:sub v pro:sub mod v det:num prep det:art adj","female"
"ooh he's big",NA,"v pro:sub adj","female"
"yes they had their favorite dinner",NA,"co pro:sub v det:poss adj n","female"
"do you say you're all cozy",NA,"mod pro:per v pro:per adv adj","female"
"it's red",NA,"pro:per adj","female"
"crispy lettuce salad which was Dosy's favorite",NA,"adj n n pro:rel cop adj n","female"
"and their original prices were all like three hundred five hundred dollars",NA,"coord det:poss adj n cop post co det:num det:num det:num det:num n","female"
"xxx you're happy could have fooled me",NA,"pro:per adj mod aux part pro:obj","female"
"and he's small",NA,"coord pro:sub adj","female"
"yummy",NA,"adj","female"
"good job honey",NA,"adj n n","female"
"they had crunchy radishes which Posey liked best",NA,"pro:sub v adj n pro:rel n:prop v adj","female"
"um so it's this new company",NA,"adv pro:per det:dem adj n","female"
"and spicy carrot stew which was Rosy's favorite",NA,"coord adj n n pro:rel cop adj n","female"
