"gloss","target_child_sex"
"and a baby horse is a fowl","female"
"and that's the baby sheep that's called the lamb","female"
"why are we taking our raisins out of the baby crib","female"
"and the baby goat which is called a kid","female"
"and what about the baby owls oh look how fuzzy they are djou wanna show the baby owls to Manuela","female"
"can you show the baby owls to Manuela","female"
"she's a sad lil baby","female"
"a baby zebra that's also called a fowl","female"
"a baby","female"
"what's that baby wearing","female"
"near the baby crib xxx behind you","female"
"baby Elmo and baby Ernie right","female"
"did you give her a baby Elmo","female"
"did we see a painting of the baby","female"
"did we give baby Elmo to Gabby","female"
"yes and what about baby Passey we gave her the baby doll right","female"
"with the baby bottles and the diapers","female"
"and that's the baby bunny","female"
"she's climbing the mountain to find her baby","female"
"there's the baby","female"
"baby crib","female"
"yeah you wanna press the button on the baby crib see if we can hear any noise","female"
"see what's goin on in the baby nursery","female"
"mm the baby's calling for mama","female"
"the baby's laughing","female"
"aw the baby's crying","female"
"huh oh should we put the ball in the baby crib there we go","female"
"oh yeah Julie's a little big to fit in the baby crib huh","female"
"that's the baby","female"
"baby Elmo's apple man's friend","female"
"hi baby","female"
"is that the baby's fingers","female"
"the baby's lips","female"
"oh does that baby have no pants on","female"
"and I will become a little boy and run into a house said his said the baby","female"
"she's a baby","female"
"you wanna give the baby a kiss","female"
"no no kiss for the baby","female"
"and then what happens after the baby bunny says he's gonna run away","female"
"oh are you pushing you're pushing the baby","female"
"the baby","female"
"maybe you wanna put the baby on the train honey","female"
"you wanna put the baby on the train","female"
"where's the baby on the train honey oh sweetie hang on a sec hang on sweetie","female"
"who's in daycare now and they're having another baby","female"
"you want me to bring your baby elephant down","female"
"you could show your baby elephant to Manuela","female"
"she's been carrying this baby elephant around","female"
"she carries it around and goes poor baby","female"
"ooh that's baby Trevor ooh is he's so tiny","female"
"right do you take care of your baby elephant","female"
"do you want mommy to go get the baby elephant","female"
"who's baby is the chick","female"
"who's baby","female"
"what's the what's the baby horse called","female"
"not so interested in baby elephant now are we","female"
"can't stick baby elephant on to something can we","female"
"do we go on the baby swing in the park","female"
"you go on the baby swing right","female"
"xxx maybe we'll take this one oh you want the baby book","female"
"baby","female"
"baby","female"
"baby","female"
"should we read the baby book first","female"
"oh that baby's yawning","female"
"yeah and wha does that baby have on his blanket","female"
"yeah and that baby has leaves","female"
"and that baby his little suns","female"
"that baby's in green","female"
"yeah that baby's in white with red polka dots","female"
"you want mommy to go upstairs and get baby elephant","female"
"huh that baby's yawning","female"
"read the book first and then I'll get baby elephant","female"
"okay I'll get baby elephant","female"
"look here's baby Mooky eating noodles","female"
"where do you think baby elephant is","female"
"that baby's being kissed","female"
"that daddy's kissing that baby","female"
"I'll go get baby elephant","female"
"you think baby elephant needs to read Horton","female"
"that mommy's kissing that baby","female"
"you gonna sit with baby elephant","female"
"what's that baby doing","female"
"huh yeah it looks like a grandma is hugging that baby","female"
"night night the baby's sleeping","female"
"by bottle by breast with cups and with spoons wha's that baby have","female"
"wha's the baby have","female"
"uh oh did baby elephant fall down","female"
"is she rocking with the baby","female"
"a baby","female"
"a baby monster","female"
"and a kangaroo and it's a baby in its pocket","female"
"and a kangaroo with a baby in its pocket","female"
"yeah the baby's sleeping on the fuzzy brown bear","female"
"ooh baby's sleeping","female"
"she's the daddy's giving the baby a piggie+back ride actually the baby's ridding on the daddy's shoulders","female"
"that's a baby you're right","female"
"you wanna give a kiss to the baby","female"
"is that a baby elephant","female"
"kiss for the baby","female"
"that baby's in a swing","female"
"and a picture of a Mommy and her little baby girl","female"
"the other day we said to her we were looking at baby pictures of her","female"
"and she and I said look at this chubby baby I was talking to Donna I wasn't even talking to her though she was sitting in the room though","female"
"a baby is gonna come out of the egg","female"
"there's the baby","female"
"the baby came out of the egg","female"
"there's the baby","female"
"do you like to play with Phoebe's baby dolls","female"
"does baby elephant like that book","female"
"the baby","female"
"where'd the little baby go xxx go that goes on the rocking horse honey","female"
"there's the rocking horse but where'd the baby go","female"
"oh no baby elephant","female"
"do you think baby elephant got a booboo","female"
"huh hello hello is there a baby","female"
"Lily aunt Jill had baby Cassey","female"
"yeah we saw the Mommy and the Daddy and the baby giraffe right","female"
"and now you're like who's this dark haired baby","female"
"when we we uh Lily got up this morning I'm like ant Jill is at the hospital she's having baby Cassey","female"
"you want mommy to look for baby Zoe","female"
"okay you stay up here I think baby Zoe's downstairs let me go look","female"
"oh my God I can't believe you're gonna have a super blonde blue eyed baby and then a dark eyed dark haired baby","female"
"snow is as cold as vanilla ice cream answered Stella and as soft as baby rabbit fur","female"
"I'll go get baby Zoe","female"
"this is Lulu's baby brother","female"
"baby Cassey is born","female"
"baby Zoe","female"
"djou wanna read stories to baby Zoe","female"
"she's getting a baby","female"
"she's getting baby Leanna","female"
"our neighbor is in China adopting a baby","female"
"baby Leanna we haven't had much luck when","female"
"what do you wanna call baby Leanna","female"
"you wanna call her baby hm","female"
"oh the baby","female"
"I think the baby's gonna make a phone call","female"
"you wanna call her baby pink","female"
"I'm a baby","female"
"it's gonna be so weird to hold such a little tiny baby","female"
"and who do we know who has a baby in her tummy","female"
"who has a baby in her tummy","female"
"my gosh can you believe the baby knows how to use the phone already honey","female"
"whada ya doin over there baby cakes","female"
"does aunt Jill have a baby in here tummy","female"
"and what's the baby's name","female"
"baby Cassey","female"
"does Debbie have a baby in her tummy","female"
"well Debbie's gonna have a baby boy","female"
"what do you wanna call the baby boy","female"
"does Ronny also have a baby in her tummy","female"
"what do you think you wanna call that baby","female"
"so you're gonna we're gonna have a whole tape of me being like the baby the baby","female"
"do you see a lil baby","female"
"what's the baby doing","female"
"did aunt Jill have a baby","female"
"which baby did aunt Jill have","female"
"what's the baby riding in","female"
"oh look the baby","female"
"baby Cassey","female"
"the cat family has a new baby kitten","female"
"what do you think they should name the baby kitten","female"
"baby Ana","female"
"oh you're right baby Leanna","female"
"what the baby goes in","female"
"when djou used to sit on the boppie when you were a teeny tiny baby","female"
"you get to teach baby Leanna and baby Cassey different things","female"
"and you can bring blankie to show baby Cassey","female"
"we're gonna go next week to see baby Cassey","female"
"xxx is that a silly baby joke","female"
"a pink blankie we have lots_of presents for baby Cassey","female"
"we have pretty we bought lots_of clothes for baby Cassey","female"
"I think baby Ariel is upstairs sweet stuff","female"
"okay I'll go get baby Ariel","female"
"and that's where Nancy is getting the baby","female"
"you've got a baby cousin","female"
"Lily did you ti tell Manuela you have a baby cousin","female"
"a lil baby chicken","female"
"baby Ariel","female"
"she um there's a little baby","female"
"baby girl","female"
"so so um so I said how's the baby","female"
"and so she's like walked in Duditah Duditah baby's born","female"
"baby elephant","female"
"oh no baby elephant","female"
"baby elephant","female"
"baby elephant","female"
"you wanna go up on the couch with baby elephant","female"
"right Raffi sings baby Beluga","female"
"Raffi's a singer a children's singer and that's the name of the song baby Beluga","female"
"he sings baby Beluga","female"
"she's such a great baby","female"
"that's a baby you're right","female"
"are those the baby's hands","female"
"that's the baby's hand with her fingers","female"
"I'm the teacher she told her baby brother Julius listen up","female"
"should I should I kiss the baby's fingers","female"
"the baby's tickling me","female"
"baby Ariel doesn't want you to whine","female"
"baby Ariel says let's talk like big girls","female"
"oh my gosh that baby's quite a tickler","female"
"now the baby's going to tickle you","female"
"the baby's tickling you","female"
"I think the baby the baby's giving you kisses","female"
"baby Ariel","female"
"who got baby Ariel for you","female"
"did mommy get baby Ariel for you","female"
"no mommy didn't get baby Ariel","female"
"you're right gramma Rosie got baby Ariel for you","female"
"once upon a kind king and gentle queen had a baby girl named Aurora","female"
"visitors came to see the baby including king Hubert who ruled a nearby kingdom and his young son prince Philip","female"
"they came to give magical gifts to the baby princess","female"
"she was so angry that she hadn't been invited that she put a curse on the baby","female"
"I am the teacher she told her baby brother Julius listen up","female"
"Nemo and baby Beluga","female"
"oh that's baby Trevor","female"
"and that's baby Phoebe","female"
"a baby","female"
"baby","female"
"baby","female"
"that's baby that's Trevor when he was a baby","female"
"yeah baby","female"
"do you think baby Ariel might self destruct if you whine too much","female"
"who's baby is the lil chick","female"
"and the baby foal belongs to the horse right","female"
"that's right Matt and uncle Steve and aunt Jill and baby Cassey","female"
"and a baby one","female"
"Matthew's got a baby sister","female"
"Matthew's baby sister is a little girl","female"
"and you know what aunt Jill painted the baby's room","female"
"and we can go see the baby's room next week","female"
"you wanna show puzzles to baby Cassey","female"
"baby","female"
"what's a baby","female"
"a baby are you my baby","female"
"you are my baby","female"
"baby is Floppy your baby","female"
"right you can show the food to baby Cassey but baby Cassey is so little that the only thing she can have is milk","female"
"yeah so little baby's are only allowed to have milk honey","female"
"baby Cassey is with aunt Jill","female"
"a birds nest yeah there are eggs in there and the baby birds are going to come out of the eggs","female"
"and pretty soon Ronnie is gonna have a new baby to","female"
"and who else who else has a baby in their tummy","female"
"Debbie has a baby in her tummy right","female"
"what do you think they should call the baby","female"
"you think they should name the baby Deh_Dah","female"
"no name for the baby","female"
"should we call the baby Spot","female"
"um should we name the baby baby elephant","female"
"oh baby elephant is an animal you're right","female"
"should we name the baby Floppy","female"
"should we name the baby Barley","female"
"um should they name the baby Daisy","female"
"baby Bunting fast asleep","female"
"baby Bunting safe and dry","female"
"baby Ariel baby Ariel","female"
"that is baby Ariel you're right","female"
"I think it's a baby kangaroo","female"
"the baby","female"
"the baby do you sleep in a crib","female"
"yes baby","female"
"I think mommy has to write that in your baby book I don't know if I wrote that down","female"
"Gabby Lily's friend Gabby just had a baby brother right","female"
"sure and is Alec going to have a little baby sister","female"
"Sweetie you know Ronnie I think is going to go to the hospital today and have her baby they're going to take her baby out of her tummy today","female"
"and baby Roo right","female"
"what is that naked baby doing","female"
"it is I think that Ronnie's is gonna be a baby girl we don't know for sure but we think it's gonna be a baby girl","female"
"and right tomorrow's baby Liana's birthday party so we hafta go to the mall today and buy lots_of baby presents right","female"
"lots_of baby presents xxx","female"
"Aunt Jill's gonna have a baby","female"
"yeah at the baby park","female"
"oh baby Ariel is taking a nap","female"
"oh look a baby","female"
"this woman is like married to a cousin of xxx and we went to a baby naming that they were having and","female"
"and the baby was maybe two and a half months old or something like that and it was","female"
"whoa xxx xxx what do you think we should get for Ronnie's new baby think we should buy a pretty outfit for her whaddya think","female"
"baby beluga","female"
"where did you get baby beluga Honey","female"
"oh I love Doctor Udder he doesn't actually take any more patients he's the guy who I guess started it or something or his father started the thing every time I've seen him yeah the only time I've seen him was like when Lily was like really sick and I had to take her to the doctor hello baby and um I xxx he's great isn't he","female"
"but by the way Ronnie is going into the hospital today to have her baby so she won't be there","female"
"you're in their little baby swimming pool when you were a little baby in your diaper","female"
"baby in her diaper in her diaper with her naked belly","female"
"green like baby Ariel","female"
"that's a backpack a big backpack to carry a baby","female"
"so we gave it to Aunt Jill and Uncle Steve so they could carry baby Cassie","female"
"and one day when you were a little tiny baby Mommy and Daddy got you up in the middle of the night and took you out to uh a play+ground to look at the stars at night","female"
"buy Caillou is really cute because it's a little boy with his lil sister who's a baby","female"
"she has a top my nephew is Lily's age and they have a baby who's born in April","female"
"and every time my sister was holding the baby he's","female"
"she was holding the baby yesterday","female"
"she's like I thought he was going to like just hurl himself on the baby","female"
"like he's the saddest like a cartoon like held in the baby","female"
"oh baby beluga baby beluga","female"
"and baby Cassie","female"
"and those are all the little baby turtles around","female"
"aw look at the baby animals","female"
"the baby ducks","female"
"baby beluga","female"
"baby are you taking a nap with baby beluga","female"
"little baby pigs called piglets","female"
"yeah I hafta say that I um I just wonder what people are thinking when they do like a real baby baby room they're just gonna change it two years later you know","female"
"that's the baby Nemo look how cute","female"
"baby you wanna go in and sit with Amanda Honey while I talk to Luke","female"
"brown brown upside down tuck your baby nice and neat","female"
"come on Sam said Stella let's go outside is the snow cold asked Sam is it hard and icy snow is as cold as vanilla ice+cream and soft as baby rabbit fur said Stella","female"
"and did you get baby beluga at the aquarium","female"
"and then you went back home with baby beluga","female"
"a baby lion","female"
"those are little baby snails","female"
"those are baby baby uh snails","female"
"remember when you were a baby we used to sing that song","female"
"baby ghost","female"
"are you Mama's baby","female"
"momma's baby and daddy's lil girl","female"
"you carry baby ghost","female"
"baby ghost can read with us would that be good","female"
"baby ghost","female"
"baby ghost which book would you like to read first","female"
"oh baby ghost wants to read Toot and Puddle first","female"
"that don't fit you and we can give them to baby Cassie","female"
"I've got a baby","female"
"you know soon I think we'll take an airplane down to visit aunt Jill and uncle Steve when aunt Jill has her new baby","female"
"what's aunt Jill's new baby's name","female"
"right baby Kassey","female"
"and where's baby Kassey now","female"
"baby Passey is Gabby's baby","female"
"well does Gabby have a baby in her house","female"
"what's Gabby's baby brother's name","female"
"wow look at baby toys","female"
"are you Mama's baby","female"
"oops sorry baby","female"
"baby ghost","female"
"baby ghost did you see this moon of Jupiter's","female"
"would you like your baby doll do you wanna feed her some juice","female"
"baby","female"
"do you remember baby Evie","female"
"little baby Eve I think she might come with us too","female"
"baby eve","female"
"baby Eve","female"
"baby Ariel","female"
"baby ladybug","female"
"baby Ariel","female"
"xxx baby Ariel is a mermaid","female"
"and now they have another baby girl whose name is Alexandra","female"
"what does baby ladybug","female"
"baby Ariel baby Ariel you live in the sea","female"
"and that's his little baby sister Jane","female"
"good_night baby ghost xxx","female"
"a baby kiss","female"
"good_night baby ghost","female"
"and baby Cassie's coming","female"
"I'm a baby","female"
"who's baby am I","female"
"and here's Auntie and that's baby Trevor","female"
"that's when Trevor was a little tiny baby","female"
"momma's baby","female"
"right I'm mommy and you are my baby","female"
"that's baby Phoebe","female"
"and he has a little baby sister","female"
"no how about a picture of baby Phoebe","female"
"baby Phoebe","female"
"that's Matt when he was a little baby","female"
"is that enough juice for the baby","female"
"we may not be able to see baby Max if you have a cough","female"
"that's right you're a little baby","female"
"enough juice for the baby","female"
"baby brother","female"
"right we did see the mommy swimming but we didn't see the baby right","female"
"maybe the baby was sleeping","female"
"you think the baby was sleeping","female"
"xxx look at the little naked baby","female"
"maybe you wanna introduce little box to baby","female"
"hi baby","female"
"baby ghost","female"
"Maggie's a baby","female"
"I'll go get baby beluga","female"
"xxx baby beluga","female"
"Little baby squirt","female"
"Little baby squirt the crocodile","female"
"well because Mommy and Lily have a little cough and Max is such a little tiny baby we're not really allowed to be around him","female"
"that's right a whole xxx see the little tiny baby there","female"
"right Melody's her little baby right","female"
"and then we got some baby a baby toy for Cassie","female"
"Pluto little baby Pluto","female"
"and are you my little baby","female"
"will you always be my little baby","female"
"Jill and uncle Steve and baby","female"
"baby","female"
"woo baby","female"
"baby Leana","female"
"I told you my neighbor adopted a baby from china right","female"
"yeah so she's back home and Lily went over to play with baby Leana","female"
"and you what didjou teach baby Leana","female"
"you showed your dolls to baby Leana","female"
"and does Gabi have a new baby brother","female"
"a little baby","female"
"aw the baby's going to sleep","female"
"night night baby","female"
"and does Alec have a baby brother too","female"
"do you remember what Alec's baby's brother's name is","female"
"two baby boys","female"
"and I was so convinced that Max was going to be a girl like I was so convinced that I actually went out and bought a present for a baby girl and then xxx like it's a boy and I'm like rats","female"
"it's actually her friend Gabby's baby so I'm not sure","female"
"your baby ladybug","female"
"we hafta get some baby food for Baby Cassie","female"
"xxx there's your box do you want me to get Ariel baby Ariel","female"
"aw the little baby's crying","female"
"do you ever play with baby Ariel","female"
"baby Ariel should I go get baby Ariel","female"
"baby Ariel","female"
"baby Ariel","female"
"baby Ariel","female"
"baby Ariel","female"
"baby Ariel","female"
"xxx let me go find baby Ariel","female"
"what do you do with baby Ariel","female"
"well you it's yours for the hour you're right while Manuela's here but Manuela takes it back with her and she baby+sits the box","female"
"how do you say baby Ariel in that little high voice of yours","female"
"here's some water in your little baby cup yeah let me just get the phone xxx","female"
"baby Ariel","female"
"you're welcome baby","female"
"and Charles' father murmured low a babysitter's coming tonight you know the one it's Mrs Block and everything will be alright","female"
"how's your water in your little baby cup","female"
"that's Mrs Block she's the babysitter","female"
"you're welcome baby","female"
"baby Ariel","female"
"and neither is baby Ariel","female"
"what's baby Ariel wearing Honey","female"
"isn't there a baby living with Nancy","female"
"baby","female"
"and baby Cassie","female"
"do you think baby Cassie is much bigger than the last time we saw her","female"
"you know the baby that's in Debbie's tummy","female"
"the baby's going to come out next week","female"
"and the baby","female"
"and you know the baby in Ronny's tummy","female"
"that baby's going to come out next week too","female"
"would you like to have a little brother or sister or would you like to be mommy's only baby so that I pay all my attention to you","female"
"oh thanks baby","female"
"hey it's the baby","female"
"it's the baby","female"
"who's that baby","female"
"where's the baby","female"
"that baby's wearing yellow socks","female"
"where's that baby","female"
"yes baby plunk baby","female"
"this baby has many teeth","female"
"where's the baby","female"
"I see that baby's tongue","female"
"d'you see that baby's tongue","female"
"kitty+cat and a baby","female"
"kitty+cat and a baby are friends","female"
"and here's a rabbit and a baby","female"
"and here's a dog and a baby","female"
"and here's a guinea pig and a baby","female"
"and a bird and a baby","female"
"yes baby","female"
"yes baby","female"
"yes baby","female"
"running around baby","female"
"baby","female"
"see a picture of a baby","female"
"yes baby","female"
"there's a baby in that magazine","female"
"where's my baby xxx","female"
"for baby","female"
"it's supper+time for the baby","female"
"yes baby","female"
"what's the baby gonna eat","female"
"mm mm said the baby","female"
"y'know that this is a shoe you used to wear it when you were a little baby","female"
"baby's eating supper","female"
"baby's eating s","female"
"this baby's in a boat","female"
"there's a baby","female"
"baby loves beans","female"
"you kissing the baby aw","female"
"baby loves beans","female"
"where's baby","female"
"achoo said the baby","female"
"baby","female"
"this baby likes","female"
"more bean for my baby","female"
"the baby's in the wagon and there's a","female"
"and that's the daddy of the baby","female"
"that's a baby","female"
"play baby","female"
"and there's the baby","female"
"that's the daddy of the baby wearing a hat","female"
"and that baby is nursing","female"
"egg for the baby","female"
"that baby has a red hat","female"
"baby's rice","female"
"you're a baby who's spinning","female"
"baby has two spoons you can eat that y'know yeah","female"
"more more said the baby","female"
"more more more said the baby","female"
"yes baby","female"
"yes baby","female"
"yes my baby","female"
"is this baby ready for some","female"
"and baby Cassie","female"
"you fell into baby Cassie's seat","female"
"I was putting you in your car seat you fell into baby Cassie's car seat","female"
"that's a baby cow nursing","female"
"that baby cow is nursing","female"
"lucky lucky baby","female"
"baby was eating","female"
"baby baby","female"
"yes baby","female"
"one is a picture of a baby","female"
"what a fierce baby","female"
"oh you wanna read baby book","female"
"where is the baby cheese","female"
"baby cheese","female"
"water for the baby","female"
"and will this baby be having a little more soggy Oatios","female"
"microphone for the baby yeah","female"
"wake up baby penguin","female"
"that's a baby penguin","female"
"is there a baby who likes soggy Oaty_Bites","female"
"baby food where's that baby's nose","female"
"are you kissing that baby aw kissy","female"
"aw you gonna kiss every baby in the book","female"
"you kissing that baby too","female"
"aw kissy that baby","female"
"that baby has a bottle did you notice that","female"
"okey_dokey baby","female"
"yeah baby has a bottle","female"
"oh you're gonna kiss that baby too she's sticking her tongue out","female"
"Kim can hear the baby birds tweeting","female"
"oh and that baby you're gonna kiss that baby too","female"
"messy faced baby that's the messy baby","female"
"I think we skipped the first baby the baby who has the where's the baby with the nana","female"
"what does that baby have","female"
"is that a baby","female"
"is that a baby","female"
"baby","female"
"hi baby","female"
"there's a baby","female"
"kissing that baby","female"
"kissing that picture of a baby","female"
"aw kissing the baby","female"
"kissing the baby grandpa","female"
"that's where was I where was I that baby's asking where was I","female"
"honey sweetie pie baby","female"
"honey sweetie pie baby","female"
"the baby's got a bib on","female"
"it's you the baby","female"
"there's a baby having a bath","female"
"and I give it to the baby","female"
"hi baby","female"
"I see a baby cow nursing","female"
"egg tomago and shrimp baby dipped in soy xxx cools my tongue wasabi","female"
"maybe baby xxx will be there","female"
"the baby cow nursing","female"
"oh_my_goodness this baby's climbing on me","female"
"sharp for a baby so","female"
"okay baby","female"
"follow baby Alex Daddy","female"
"and maybe baby xxx","female"
"actually xxx was there with his new baby brother","female"
"baby xxx was there last time","female"
"and there was some new baby there she was about your age but I don't remember her name","female"
"yes baby bird","female"
"boo baby","female"
"baby bird","female"
"that baby has sand","female"
"yogurty belly baby","female"
"baby is f one","female"
"F_one is not green baby","female"
"a baby","female"
"oh baby's battery is dead","female"
"let's give baby a new battery","female"
"baby needs a new","female"
"look at that little baby","female"
"this one baby","female"
"yes baby","female"
"rice rice rice the baby's eating rice","female"
"y'know I forgot to mention uh I might come meet you after Kristen to bring the baby","female"
"baby monkeys nurse just like human babies in Mommy's arms","female"
"see that baby's nursing and that Mommy is hugging that baby","female"
"that's where that baby's nursing too","female"
"baby elephant nurses through her mouth while her trunk hugs Mommy","female"
"that baby is dressed up like a type a kind a kind of dog called a dalmatian","female"
"that's a baby elephant","female"
"that's the baby baby panda+bear","female"
"Mommy and baby panda cuddle","female"
"what is that baby dressed like","female"
"that baby is dressed up like a pumpkin","female"
"munches grass while her baby nurses standing up","female"
"yes baby","female"
"baby calf drinks delicious milk from her Mommy","female"
"yeah baby pigs are called piglets","female"
"yes baby","female"
"ooh baby","female"
"comb your hair little baby","female"
"oh and there's a baby horsie nursing","female"
"those baby leopards are nursing","female"
"baby giraffe nursing","female"
"here's baby's abcs","female"
"kitty+cats nursing baby kitty+cats","female"
"silly baby","female"
"you gonna read the baby book","female"
"silly baby","female"
"and gonna read the baby book to you","female"
"which baby baby bad what's the story","female"
"Mommy and the baby and they're nursing","female"
"lambs are the baby sheep","female"
"what's the baby llama doing","female"
"the baby leopards are nursing","female"
"and there's a baby","female"
"yes the baby is sleeping","female"
"where's Michael that's the baby","female"
"it's not a cat it looks like a cat cause it's so little but it's a puppy it's a baby dog","female"
"cheesy cheesy baby","female"
"soggy baby","female"
"you're such a cheesy baby","female"
"the baby's waking up","female"
"that baby's dressed up like a pumpkin","female"
"that baby's dressed up like a cat","female"
"the baby's waking up and saying","female"
"that baby's gonna be crying in a minute","female"
"I hear baby crying said mother","female"
"I don't think there's koala in that baby book","female"
"I think my baby has delicious toes","female"
"she's holding the baby now","female"
"cause Mommy got up to get the baby","female"
"Michael and baby both snuggled","female"
"baby monkeys","female"
"Michael and baby both snuggled close to mother boat and dolly and puppy were in Michael's arms the reindeer blanket wrapped around them all back and forth back and forth they rocked","female"
"where's baby","female"
"where's the baby","female"
"the baby monkey's hugging the mommy","female"
"that baby is happy","female"
"baby elephant nurses through her mouth while her trunk hugs mommy","female"
"there's some mice there's a boy in the rain there's a truck I don't see any koalas oh but I see a baby","female"
"baby otter sleeps in water","female"
"how many baby leopards are nursing in this picture","female"
"mommy spots and baby spots blend together to protect nursing leopards","female"
"baby utter sleeps in water mother sleeps with baby utter side by side they stay mother wraps her baby utter ties the see weed round her daughter so she wouldn't float away","female"
"how many baby giraffes are there here","female"
"one baby giraffe","female"
"mama giraffe shelters her baby on a hot plains while they nurse","female"
"you wanna read that baby book together","female"
"the baby doesn't have a basket","female"
"the baby has no basket","female"
"the baby has no mommy","female"
"the baby has a mommy but not in the picture oh well that's the baby's mommy that's the baby's mommy she has a basket","female"
"that baby doesn't have a basket what does this little girl have","female"
"yeah baby llama nurses in the cool mountain","female"
"mama and baby panda cuddle and nurse","female"
"the zebra mommy munches grass chichichichichichi while her baby nurses standing up","female"
"well there's one baby zebra and there's one mommy zebra","female"
"baby calf drinks delicious milk from her mommy","female"
"oh baby","female"
"hair elastics baby's xxx two xxx two yeah those are the hair elastics","female"
"there's an upside down baby in here","female"
"hello baby","female"
"here's the dog here's the comb here's the two hair elastics where's the baby's head and the hair where's the hair","female"
"where's the baby's hair","female"
"I'm shaking the baby","female"
"I'm shaking the baby","female"
"oh hugging baby","female"
"yes we saw baby xxx there too","female"
"well the baby bugs belong to us","female"
"happy birthday miss baby girl","female"
"yes baby I'm coming","female"
"attack of a tissue attack of a tissue for the baby girl","female"
"a baby whose name is Lauren she's your age","female"
"hi baby","female"
"she must have gone to the store to buy baby yogurt","female"
"she must have gone to the store to buy sheets for baby xxx","female"
"whoa baby","female"
"baby needs some clothes","female"
"the baby Hershey_Kiss","female"
"let's see the baby Hershey_Kiss is","female"
"baby Hershey_Kiss hmph","female"
"that's a Daddy wolf and a baby wolf","female"
"the baby loon is riding on Daddy loon's back","female"
"and the Daddy loon is swimming and the baby's so little","female"
"the baby probably doesn't swim very fast if at all","female"
"so the Daddy loon carries the baby loon on his back","female"
"oh lucky baby let's have apples and blueberries","female"
"yes baby","female"
"delicious you said that when you were a baby","female"
"baby who's name is xxx is in that class","female"
"another little baby was dressed like Eeyore","female"
"and there's the mommy lark carrying a worm to feed her babies baby birds who are saying feed me feed me","female"
"that's what baby birds do","female"
"she's going to put it in a baby lark a baby lark's mouth","female"
"let's see what else there's a lot of birds in this baby book","female"
"hey I see a baby bug over there","female"
"can you get that baby bug out please","female"
"let see who's in that baby bug","female"
"and the baby","female"
"you know what I think we're missing some of this baby bug","female"
"we're missing some of this we need to find the rest of this baby bug","female"
"can you look for it where we had where we found the main part of the baby bug","female"
"oh where's rest of the baby bug now","female"
"I'm gonna get some tape and some scissors and we're gonna fix that baby bug right now","female"
"fix the baby bug","female"
"I'm cutting a piece of tape so that it will fit on the baby bug","female"
"I'm fixing the baby bug","female"
"with the baby","female"
"here it's all fixed this baby bug's all fixed now shall we read it","female"
"the yarn belongs right there baby","female"
"her baby's name","female"
"there was a baby named Joe who visited us","female"
"yes he is a baby","female"
"I think that animal's name is Roo I think it's a baby Joey","female"
"Mommy was combing the baby's hair","female"
"there's the baby","female"
"he might've been combing that baby monkey's hair also","female"
"yes I'll give you a baby spoon","female"
"much what's this baby doing","female"
"yeah there's a bear Daddy and bear baby looking at a book together","female"
"why are all your baby blankets here","female"
"what's that baby doing","female"
"baby bugs I was talking about the baby blankets","female"
"the baby what","female"
"blankets that was I talking about baby blankets","female"
"you like that song Mary had a baby","female"
"yeah that baby's walking and that baby's riding a bike","female"
"what's this baby doing","female"
"oh you know what this is almost like a baby bundler","female"
"you're carrying that doll like a baby in a baby bundler","female"
"these are actually socks for a very little baby","female"
"they're foot socks for a little baby","female"
"how about this rattle this is for a little baby don't you think","female"
"we're gonna go visit baby xxx and his brother xxx and their mommy xxx","female"
"well she might like it or so or even a littler baby might like it","female"
"you want me to read that baby book","female"
"that's an old baby book isn't it","female"
"well what else is in that xxx baby book","female"
"what stories are in that baby book","female"
"the baby in the book is messy isn't she","female"
"do you have baby bear's porridge","female"
"that's very silly that fox baby is drinking from a bottle","female"
"then Mr fix it went home for supper after his wife kissed him she said will you please give little fix it his bottle while I am fixing supper Mr fix it filled the baby's bottle with milk but he didn't know how to fix the nipple on top","female"
"oh she's riding she looks like she's riding like the baby rides on Carl","female"
"my house is a mess I've got to clean it from top to bottom will you please babysit with Robert while I'll go shopping for some soap","female"
"they're going to take care of the baby bear","female"
"unlatch the baby when you're nursing","female"
"we're gonna see if we can get a baby in here and tape this on xxx","female"
"where's that baby girl let's xxx","female"
"you need to be nursed oh there's a baby who needs to be nursed","female"
"the baby horse's name was pride","female"
"a baby carriage","female"
"baby she says","female"
"when you're messy like that baby we see in the book","female"
"whatcha doin baby","female"
"cheesy cheesy baby","female"
"you're such a cheesy baby","female"
"you're a cheesy baby","female"
"baby","female"
"there's the frozen banana for Naima baby","female"
"sophisticated baby","female"
"what a sophisticated baby","female"
"hm I think my baby has delicious toes","female"
"that baby's not xxx or xxx","female"
"xxx baby bear says it's big","female"
"and that baby that is definitely a baby we've seen and somewhere","female"
"actually I think that baby was in the bath book","female"
"you need some more food baby","female"
"yeah the word book and the baby bath book","female"
"little bird's mama tucks little bird in gets that baby ready for bed right","female"
"that baby duck seems to be a duckling","female"
"the baby","female"
"the baby chicks jumped all over the wolf","female"
"DW's still up when Arthur gets home from babysitting right","female"
"DW's still up when Arthur gets home from babysitting","female"
"no I don't wanna go away I want to stay with my baby","female"
"grabbing baby you're a grabbing baby","female"
"you want some baby yogurt","female"
"you want baby yogurt","female"
"what's she doing with that baby","female"
"well what's the baby doing","female"
"looks like that baby is actually sleeping","female"
"baby","female"
"baby hat","female"
"follow baby Alex","female"
"oh there's a mommy and he baby right there","female"
