gloss,target_child_name,part_of_speech,target_child_sex
teeny teeny weeny weeny weeny,,adj adj adj adj adj,male
oh what a nice boy okay,,co pro:int det:art adj n adj,male
Elmo is red,,n:prop cop adj,male
ready,,adj,male
you're so easy to blackmail,,pro:per adv adj inf v,male
green ball very good,,n n adv adj,male
your teeth you just drool too much,,det:poss n pro:per adj n adv adv,male
little,,adj,male
what a big boy,,pro:int det:art adj n,male
maybe it's a little house,,adv pro:per det:art adj n,male
little,,adj,male
black let's use the black ready go,,n v v det:art n adj v,male
we'll do a little bit of black,,pro:sub v det:art adj n prep n,male
purple,,adj,male
yes that's a very nice star,,co pro:dem det:art adv adj n,male
that's okay well we have a clean shirt Mommy has your clean shirt right here,,pro:dem adj n pro:sub v det:art adj n n:prop v det:poss adj n adv adv,male
that's blue,,pro:dem adj,male
little bit over here,,adj n prep n,male
this is blue,,pro:dem cop adj,male
blue blue blue,,adj n n,male
don't get hurt go easy,,mod v v v adj,male
a little over here,,det:art adj prep n,male
and a little speck right here,,coord det:art adj n adv adv,male
very good a flag,,adv adj det:art n,male
how about a blue triangle,,pro:int adv det:art adj n,male
no that's blue,,co pro:dem adj,male
would you like a blue triangle,,mod pro:per conj det:art adj n,male
sure,,adj,male
no it's not broke it's extra cause it doesn't show where to put it,,co pro:per neg adj pro:per adj conj pro:per mod v pro:int inf v pro:per,male
blue,,adj,male
ready ready ready,,v adj adj,male
blue,,adj,male
that's okay it's alright look,,pro:dem adj pro:per adj v,male
all better,,adv adj,male
blue,,adj,male
say good morning Daddy,,v adj n n:prop,male
yeah alright,,co adj,male
how'd you get so cute,,pro:int mod pro:per v adv adj,male
very nice,,adv adj,male
be careful of your arm,,cop adj prep det:poss n,male
Dorothy's towel,,adj n,male
okay let's get ready to play,,co v v adj prep n,male
and a little bit over here,,coord det:art adj n prep n,male
purple,,adj,male
that's a lil gingerbread man,,pro:dem det:art adj n,male
chummy,,adj,male
blue,,adj,male
orange,,adj,male
would you like a drink are you thirsty,,mod pro:per conj det:art n aux pro:per adj,male
blue,,adj,male
alright let Mommy go get some water okay,,co part n:prop v v qn n adj,male
you need a new,,pro:per v det:art adj,male
how come this is a little warped,,pro:int v pro:dem cop det:art adj part,male
blue,,adj,male
blue,,adj,male
that's okay,,pro:dem adj,male
in this big pile of mulch,,prep det:dem adj n prep n,male
blue,,adj,male
three's a little curvy,,det:num cop det:art adj adj,male
no that's alright,,co pro:dem adj,male
your green car,,det:poss adj n,male
yeah that's okay,,co pro:dem adj,male
blue,,adj,male
that's okay,,pro:dem adj,male
red purple red purple,,adj n n n,male
here's a green towel,,pro:exist det:art adj n,male
put no lay it flat,,v qn adj pro:per n,male
pink,,adj,male
this one's the only one that works the best,,pro:dem adj det:art qn pro:indef pro:rel v det:art adj,male
red purple red purple blue,,adj n n n n,male
oh what a good boy,,co pro:int det:art adj n,male
where's one how old are you,,pro:int det:num pro:int adj aux pro:per,male
gray,,adj,male
red,,adj,male
here comes the sudsy water,,adv v det:art adj n,male
purple,,adj,male
you're not two how old are you,,pro:per neg det:num pro:int adj aux pro:per,male
blue,,adj,male
how old are you,,pro:int adj aux pro:per,male
okay smooth it out,,co adj pro:per adv,male
orange,,adj,male
he's taking it to Oscar it tickles Elmo's nose,,pro:sub part pro:per prep n:prop pro:per v adj n,male
there okay,,adv adj,male
very good,,adv adj,male
aw poor thing,,adj n,male
doggies bray,,n adj,male
Bert is stacking cans he stacks them neat and tall,,n:prop aux part n pro:sub v pro:obj adj coord adj,male
brown,,adj,male
orange and yellow play+dough,,adj coord n,male
easy,,adj,male
Elmo sees a person in the barber's chair,,n:prop v det:art n prep det:art adj n,male
what falls from the sky that's wet,,pro:int v prep det:art n pro:rel adj,male
wow that's a little leaf,,co pro:dem det:art adj n,male
easy,,adj,male
he is gonzo,,pro:sub cop adj,male
horsie horsie horsie ride horsie ride big stretch,,n n n n n n adj n,male
red,,adj,male
look at what we built the happy monsters call,,v prep pro:int pro:sub v det:art adj n n,male
big stretch,,adj n,male
big stretch,,adj n,male
okay alright I won't put any of your toys away,,co adj pro:sub mod v qn prep det:poss n adv,male
we'll find it after that's okay,,pro:sub v pro:per prep pro:dem adj,male
big stretch,,adj n,male
oh boy very nice that's fabulous,,co n adv adj pro:dem adj,male
big stretch,,adj n,male
big circle stretch,,adj n n,male
ready,,adj,male
wow big circle stretch,,co adj n n,male
blue,,adj,male
good,,adj,male
that's what I made last night,,pro:dem pro:int pro:sub v adj n,male
woo big stretch,,v adj n,male
very nice,,adv adj,male
easy,,adj,male
you gonna do a big stretch,,pro:per part v det:art adj n,male
and I'll get the play+dough would you like a green play+dough and pink play+dough today two play+doughs,,coord pro:sub v det:art mod pro:per prep det:art n coord adj adv:tem det:num,male
no I'm sorry,,co pro:sub adj,male
you fooled me big big big back stroke stretch,,pro:per v pro:obj adj adj adj adj n n,male
where's the big stretch xxx those teeth,,pro:int det:art adj n det:dem n,male
that's okay we'll sharpen it it broke,,pro:dem adj pro:sub v pro:per pro:per adj,male
I wish I could write nicer,,pro:sub v pro:sub mod v adj,male
the xxx you up last night xxx but it is it it was an instructional class too so you you know what I mean so you had to listen a lot about the instruction of it,,det:art pro:per adv adj n conj pro:per cop pro:per pro:per cop det:art adj n adv adv pro:per pro:per v pro:int pro:sub v conj pro:per v inf v det:art n prep det:art n prep pro:per,male
blue very good,,adj adv adj,male
that's alright though,,pro:dem adj adv,male
a stink weed plant says Oscar the best I've ever sniffed,,det:art n n n v n:prop det:art adj pro:sub adv part,male
okay ready I'm ready to pour the water in get ready,,co adj pro:sub adj inf v det:art n prep v adj,male
pink,,adj,male
ya can eat it if ya want it's okay to eat the cereal,,pro:per mod v pro:per conj pro:per v pro:per adj inf v det:art n,male
very good,,adv adj,male
ready,,adj,male
very good square,,adv adj n,male
Oscar grins a grouchy grin and then he says,,n:prop v det:art adj n coord adv:tem pro:sub v,male
bye dirty water,,co adj n,male
very good,,adv adj,male
that's a little happy face,,pro:dem det:art adj adj n,male
what would you like me to do with this little fishy,,pro:int mod pro:per v pro:obj inf v prep det:dem adj adj,male
I don't want to take any chances in Gigi's new kitchen,,pro:sub mod v inf v qn n prep adj adj n,male
pink strawberries pink flowers xxx pink blanket,,adj n adj n adj n,male
big stretch,,adj n,male
big circle,,adj n,male
big big stretch,,adj adj n,male
blue,,adj,male
now let's get the clean water,,adv v v det:art adj n,male
good,,adj,male
big big you fooled me,,adj adj pro:per v pro:obj,male
pink,,adj,male
that's a yucky mouse,,pro:dem det:art adj n,male
wanna get up it's okay,,v v adv pro:per adj,male
I don't know where it is where did you put it did you bring it upstairs cause if it's upstairs we'll never find it,,pro:sub mod v pro:int pro:per cop pro:rel mod pro:per v pro:per mod pro:per v pro:per adj conj conj pro:per adj pro:sub adv v pro:per,male
no that's okay,,co pro:dem adj,male
no I don't care how cute you make your face I'm not fallin for it,,co pro:sub mod v pro:int adj pro:per v det:poss n pro:sub neg part prep pro:per,male
that's alright Alex Mommy will get it later,,pro:dem adj n:prop n:prop mod v pro:per adv,male
how pretty,,pro:int adj,male
white bean,,adj n,male
you havta have a little bit of structure and a little bit of rules,,pro:per v inf v det:art adj n prep n coord det:art adj n prep n,male
very nice,,adv adj,male
yeah you did a good job,,co pro:per v det:art adj n,male
this is empty we have to put that in the recycle+bin,,pro:dem cop adj pro:sub v inf v pro:dem prep det:art,male
make it nice and clean,,v pro:per adj coord v,male
wow it's pretty,,co pro:per adj,male
your big crayons are upstairs,,det:poss adj n cop adv,male
everybody be quiet,,pro:indef cop adj,male
runny nose,,adj n,male
okay step five okay ready,,co n det:num adj adj,male
I think these wands just aren't that great,,pro:sub v det:dem n adj aux det:dem adj,male
very nice,,adv adj,male
a white bean,,det:art adj n,male
try that one okay,,v comp det:num adj,male
wow that one's lovely,,co pro:rel adj adj,male
say hi say happy birthday to Daddy on the camera today,,co co v adj prep n:prop prep det:art n adv:tem,male
Alex you can't eat this honey because you could get very sick,,n:prop pro:per mod v det:dem n conj pro:per mod v adv adj,male
use this car first cause this is like not the best of your cars,,v det:dem n adv conj det:dem cop co neg det:art adj prep det:poss n,male
happy thirty fifth birthday Daddy,,adj det:num adj n:prop,male
it's cute,,pro:per adj,male
where's your funny face,,pro:int det:poss adj n,male
smell the earth and the trees after warm summer showers,,v det:art n coord det:art n prep adj n n,male
press that yellow button,,n adv adj n,male
that's your funny face,,pro:dem det:poss adj n,male
there the water's a little chilly,,adv det:art adj det:art adj adj,male
breathe in the sweet smell from a field full of flowers,,v prep det:art n n prep det:art n adj prep n,male
we need a little more,,pro:sub v det:art adj pro:indef,male
hold your nose as you pass Oscar's pile of junk,,v det:poss n conj pro:per n adj n prep n,male
would you like a big white or a small,,mod pro:per conj det:art adj n coord det:art adj,male
big mistake she forgot about the egg,,adj n pro:sub v prep det:art n,male
that's your funny face,,pro:dem det:poss adj n,male
run as fast as you can past this smelly fat skunk,,v adv adv prep pro:per mod adj det:dem adj adj n,male
Mommy's tired this morning,,adj v det:dem n,male
that's a that's a big one,,pro:dem det:art pro:dem det:art adj pro:indef,male
you haven't seen Joey in a long time,,pro:per aux part n:prop prep det:art adj n,male
now I'll relax in my bubbled filled tubby,,adv pro:sub v prep det:poss n v adj,male
okay the blue one here's the blue one okay,,co det:art n det:num pro:exist det:art n det:num adj,male
I know you're gonna get mad at me but it's not a toy c'mon,,pro:sub v pro:per part v adj prep pro:obj conj pro:per neg det:art n v adv,male
and smell fresh and clean as a rub_a_dub_dubbie,,coord n adj coord v prep det:art wplay,male
can't eat it Alex you could get sick honey,,mod v pro:per n:prop pro:per mod v adj n,male
that's big,,pro:dem adj,male
ready to do big stretch,,adj inf v adj n,male
this one just doesn't work for me,,pro:dem pro:indef adj mod v prep pro:obj,male
big,,adj,male
big,,adj,male
no you can throw a fit it's okay we'll clean it up later,,co pro:per mod v det:art n pro:per adj pro:sub v pro:per adv adv,male
don't you can't do that it's not funny,,mod pro:per mod v adv pro:per neg adj,male
oh okay,,co adj,male
you have to scooch over a little,,pro:per v inf v adv det:art adj,male
this one's little_a,,pro:dem pro:indef adj,male
that is not nice,,pro:rel cop neg adj,male
well I was just helping a little,,co pro:sub aux adv part det:art adj,male
that's too much dough you got just take a little,,pro:dem adv qn n pro:per v adv v det:art adj,male
see how little_a it is,,v pro:int adj pro:per cop,male
let's give her one more little splash,,v v det:poss det:num adv adj n,male
oh okay ready push this,,co adj adj n pro:dem,male
cute,,adj,male
you didn't even get hurt you faker,,pro:per mod v v v pro:per adj,male
look over here look in here ready,,v prep n v prep n adj,male
all clean,,adv adj,male
you're being silly,,pro:per part adj,male
here comes the water here comes the sudsy water no much that's good,,adv v det:art n adv v det:art adj n qn adv pro:dem adj,male
it's fast like outta the box not real,,pro:per adj v adv prep det:art n neg adj,male
oh your train set's in here that's nice,,co det:poss n n cop prep n pro:dem adj,male
is she all clean now,,cop pro:sub adv adj adv,male
I don't think Mommy put enough water,,pro:sub mod v n:prop part adj n,male
wee_wee toys,,adj n,male
how's she look she look good,,pro:int pro:sub v pro:sub v adj,male
yep Mommy's pretty smart I know where everything is,,co n:prop adv adj pro:sub v pro:int pro:indef cop,male
stop licking me you're so fresh,,n part pro:obj pro:per adv adj,male
that's a big one,,pro:dem det:art adj pro:indef,male
yep very good,,co adv adj,male
very good you made your diamond,,adv adj pro:per v det:poss n,male
okay waimit put them on the blue thing now push push this with your finger look,,co v det:art n v pro:obj prep det:art adj n adv n n det:dem prep det:poss n co,male
she look okay,,pro:sub v adj,male
Mary had a little lamb,,n:prop v det:art adj n,male
excellent,,adj,male
you need a green one okay,,pro:per v det:art n det:num adj,male
good,,adj,male
its fleece was white as snow,,det:poss n cop adj prep n,male
wow that was a good throw Alex,,co pro:rel cop det:art adj v n:prop,male
sure you may have a juice,,adj pro:per mod v det:art n,male
oh that's big,,co pro:dem adj,male
look blue play+dough,,v adj,male
pink,,adj,male
yeah good job,,co adj n,male
blue play+dough,,adj,male
would you like big or small,,mod pro:per v adj coord adj,male
ready,,adj,male
very nice diamond making,,adv adj n part,male
the lamb was sure to,,det:art n cop adj prep,male
that's great,,pro:dem adj,male
big one big,,adj pro:indef adj,male
or little_a,,coord adj,male
oh I'll never get it never I'm sorry xxx,,co pro:sub adv v pro:per adv pro:sub adj,male
oh we have to find that little piece Alex,,co pro:sub v inf v det:dem adj n n:prop,male
would you like to go clean Dorothy's bowl,,mod pro:per v inf v adj adj n,male
yep very good,,co adv adj,male
it's even better,,pro:per adv adj,male
xxx these are upstairs too I think huh,,det:dem aux adj adv pro:sub v co,male
don't get nervous,,mod v adj,male
it rolls much nicer,,pro:per v adv adj,male
give her a taste a little bite,,v pro:obj det:art n det:art adj n,male
and there it comes out all clean,,coord adv pro:per v adv adv adj,male
handles very nice,,n adv adj,male
Gigi is so ridiculous I just want to go on record saying that,,n:prop cop adv adj pro:sub adv v inf v prep n part comp,male
you're not being very cooperative,,pro:per neg part adv adj,male
ridiculous,,adj,male
then you push this back here,,adv:tem pro:per v det:dem adj adv,male
Alex where's the little man what's he doin over there,,n:prop pro:int det:art adj n pro:int pro:sub part prep n,male
it was painted red as fire,,pro:per aux part adj adv n,male
egg very good,,n adv adj,male
lookit look how big the play+dough's getting xxx so big,,v prep v pro:int adj det:art aux part adv adj,male
the sudsy bubbles,,det:art adj n,male
I'm not trying to give you a hard time Alex but you have to have a little bit of something a little rules,,pro:sub neg part inf v pro:per det:art adj n n:prop conj pro:per v inf v det:art adj n prep pro:indef det:art adj n,male
give her just a little pinch,,v pro:obj adv det:art adj n,male
is your car clean where's your blue car,,cop det:poss n adj pro:rel det:poss adj n,male
very good,,adv adj,male
where's the blue car,,pro:int det:art adj n,male
be gentle,,cop adj,male
is it all clean,,aux pro:per adv adj,male
you have to move a little,,pro:per v inf v det:art adj,male
Mommy's gonna be picking up beans,,adj part aux part adv n,male
look at that play+dough its great,,v prep det:dem det:poss adj,male
is she all clean,,cop pro:sub adv adj,male
he's crazy,,pro:sub adj,male
good job,,adj n,male
alright press the yellow button,,co v det:art adj n,male
boy you must not be feeling too hot if ya don't want a pop,,n pro:per mod neg aux n:gerund adv adj conj pro:per mod v det:art n,male
put it on Mommy's fingers,,v pro:per prep adj n,male
uhoh that's not good,,co pro:dem neg adj,male
careful just go easy,,co adv v adj,male
easy,,adj,male
how bout brown,,pro:int adv adj,male
okay okay,,co adj,male
hello Alex I think I want to give you a nice big kiss muwah,,co n:prop pro:sub v pro:sub v inf v pro:per det:art adj adj n,male
xxx Elmo wanna get your new toy,,n:prop v v det:poss adj n,male
okay ready one,,co adj pro:indef,male
wanna get your new toys,,v v det:poss adj n,male
doesn't curve right,,mod n adj,male
look at the big mess,,v prep det:art adj n,male
blue,,adj,male
this one's falling off my pinky it's too too big,,pro:dem pro:indef part prep det:poss adj pro:per adv adv adj,male
xxx oh those look nice,,co pro:dem v adj,male
how come you're faking ya lil faker baker,,pro:int v pro:per part pro:per adj n n,male
red,,adj,male
Daddy's wearing his new shorts,,n:prop part det:poss adj n,male
blue,,adj,male
five very good,,det:num adv adj,male
white,,adj,male
would you like a sip of your juice honey are you thirsty,,mod pro:per conj det:art n prep det:poss n n aux pro:per adj,male
somebody's full of bologna,,adj adj prep n,male
see it's hard to tell honey cause they have other,,v pro:per adj inf v n conj pro:sub v qn,male
you're funny,,pro:per adj,male
that's a fishy,,pro:dem det:art adj,male
it's a little pig,,pro:per det:art adj n,male
good job,,adj n,male
is that better,,cop comp adj,male
yes very nice,,co adv adj,male
very good,,adv adj,male
all at the same time,,pro:indef prep det:art adj n,male
excellent triangle,,adj n,male
we need new toys,,pro:sub v adj n,male
good job,,adj n,male
who do I think is so cute,,pro:int mod pro:sub v aux adv adj,male
okay ready,,co adj,male
okay waimit Mommy's gonna fix it for you then you can do the press and pull,,co v det:art n adj part v pro:per prep pro:per adv:tem pro:per mod v det:art n coord v,male
who do I think is so cute,,pro:int mod pro:sub v aux adv adj,male
how bout red,,pro:int adv adj,male
it's so little,,pro:per adv adj,male
they're getting too warm I don't want it to sit out,,pro:sub n:gerund adv adj pro:sub mod v pro:per inf v adv,male
lookit press the yellow button,,co n det:art adj n,male
you're so cute,,pro:per adv adj,male
well it's not really red red,,co pro:per neg adv adj n,male
how about brown,,pro:int adv adj,male
isn't this nice,,cop det:dem adj,male
that's a whole bunch of fives,,pro:dem det:art adj n prep det:num,male
let me make it big,,v pro:obj v pro:per adj,male
here's a brown,,pro:exist det:art adj,male
ready,,adj,male
waimit wait wait I have to make it a little more flatter it's a little bumpy for some reason,,v det:art n v v pro:sub v inf v pro:per det:art adj adv v pro:per det:art adj adj prep qn n,male
there's the smily face,,pro:exist det:art adj n,male
brown,,adj,male
it's okay,,pro:per adj,male
how bout this little one this one's red,,pro:int prep det:dem adj pro:indef det:dem adj n,male
n very good,,n:let adv adj,male
it's about the closest you're gonna get to it,,pro:per prep det:art adj pro:per part v prep pro:per,male
wow that's great washing,,co pro:dem adj n:gerund,male
isn't that nice,,cop det:dem adj,male
that's Daddy's pepperoni bread he's been asking Mommy to make for three days,,pro:dem adj n n pro:sub aux part n:prop inf v prep det:num n,male
there very nice dough,,adv adv adj n,male
this side try this side,,det:dem adj v det:dem n,male
that's the mess that's a little messy,,pro:dem det:art n pro:dem det:art adj adj,male
does Mommy have to take these from you you have a mouth full of teeth,,mod n:prop v inf v det:dem prep pro:per pro:per v det:art n adj prep n,male
is it all clean,,aux pro:per adv adj,male
good boy,,adj n,male
I'll be sick,,pro:sub cop adj,male
huh how cute that is so cute Alex we'll have to make cookies,,co pro:rel adj pro:rel cop adv adj n:prop pro:sub v inf v n,male
you'll make me sick,,pro:per v pro:obj adj,male
good boy,,adj n,male
no that's red not green,,co pro:dem adj neg adj,male
is that sudsy water,,cop det:dem adj n,male
good boy,,adj n,male
red yellow green blue,,adj adj adj n,male
yup turn it just a little,,co n pro:per adv det:art adj,male
red yellow green blue,,adj adj adj n,male
very nice,,adv adj,male
just a little turn turn turn,,adv det:art adj n n n,male
turn it turn it just a little more,,v pro:per n pro:per adv det:art adj pro:indef,male
little more turn there okay,,adj qn n adv adj,male
Mommy's gonna have a big mess to clean,,adj part v det:art adj n inf v,male
where's the fishy,,pro:int det:art adj,male
sudsy water,,adj n,male
no don't eat the sudsy water,,co mod v det:art adj n,male
yup very good,,co adv adj,male
okay what's the next one,,co pro:int det:art adj pro:indef,male
a red heart,,det:art adj n,male
alright okay,,co adj,male
wow that is so great,,co pro:rel cop adv adj,male
okay ready,,co adj,male
usually you're a nice sharer,,adv pro:per det:art adj n,male
turn turn it just turn it some more it's alright don't get aggravated just turn,,n n pro:per adj n pro:per qn pro:indef pro:per adj mod aux part adj n,male
what sweet pea,,pro:int adj n,male
would ya like to play with your new zoo,,mod pro:per v inf v prep det:poss adj n,male
so it's alright,,adv pro:per adj,male
that way it will be ready for tomorrow too,,det:dem n pro:per mod cop adj prep adv:tem adv,male
where's your blue car,,pro:int det:poss adj n,male
but you're in deep concentration when you play with your train,,conj pro:per prep adj n conj pro:per v prep det:poss n,male
what happened to poor Elmo,,pro:int v prep adj n:prop,male
no that's okay,,co pro:dem adj,male
uh okay ready,,adj adj,male
what a good boy I'm so happy you told me,,pro:int det:art adj n pro:sub adv adj pro:per v pro:obj,male
where's Elmo's nose,,pro:int adj n,male
ready,,adj,male
and you know the big I don't know those big things that dig I don't know if it's a back hoe or not but it's got a front in a that digs and a forward that like,,coord pro:per v det:art adj pro:sub mod v det:dem adj n pro:rel n pro:sub mod v comp pro:per det:art adj n coord neg conj pro:per part det:art n prep det:art pro:rel v coord det:art adj adv prep,male
uh what happened to my little man,,pro:int v prep det:poss adj n,male
the big huge ones that scoop and push it's two sided,,det:art adj adj pro:indef det:dem n coord n pro:per det:num part,male
Elmo's a little bit country,,adj det:art adj n n,male
this is not pink this is green,,pro:dem cop neg adj pro:dem cop adj,male
mm sorry Elmo,,co adj n:prop,male
poor little man on the track,,adj adj n prep det:art n,male
a little bit,,det:art adj n,male
good,,adj,male
there might be some celery ready,,adv mod cop qn n adj,male
I'm so happy you told me,,pro:sub adv adj pro:per v pro:obj,male
easy,,adj,male
how bout there there's a little one can you see that one that one right there right there lookit there's j jam,,pro:int prep n pro:exist det:art adj pro:indef mod pro:per v comp pro:indef adv det:num adv adv adv adv co pro:exist n:let n,male
you freshy freshola,,pro:per adj wplay,male
right here look at this big k right here on the front,,adv adv v prep det:dem adj n:let adv adv prep det:art n,male
ready I'll help you,,adj pro:sub v pro:per,male
okay I gotta go cuz Brown's here,,adj pro:sub mod v conj adj adv,male
look at you haven't seen that in a long time,,v prep pro:per aux part pro:dem prep det:art adj n,male
good morning Daddy,,adj n n:prop,male
oh this pepperoni bread smells so delicious,,co det:dem n n v adv adj,male
good morning,,adj n,male
oh it's hot,,co pro:per adj,male
this is such a great gift you know I even looked at this to buy you,,pro:dem cop qn det:art adj n pro:per v pro:sub adv v prep pro:dem inf v pro:per,male
uh I'm just laughing a little,,pro:sub adv part det:art adj,male
oh welcome oh welcome to our little play,,co n co n prep det:poss adj n,male
you'd like to make little play+dough balls okay,,pro:per v inf v adj n adj,male
good thing I didn't buy it,,adj n pro:sub mod v pro:per,male
you would you like to clean your dough a little,,pro:per mod pro:per v inf v det:poss n det:art adj,male
so you have better dough,,co pro:per v adj n,male
I'm looking for a pretty crayon,,pro:sub part prep det:art adj n,male
someone's home,,adj n,male
good,,adj,male
that one's alright that one will work,,comp adj adj adv det:num mod v,male
very good washing,,adv adj n:gerund,male
too light,,adv adj,male
very nice,,adv adj,male
push over a little,,n adv det:art adj,male
get ready,,v adj,male
I want like a pretty violet,,pro:sub v prep det:art adj n,male
blue,,adj,male
easy easy easy,,adj adj adj,male
too light,,adv adj,male
why is this open,,pro:int cop det:dem adj,male
you're so rough,,pro:per adv adj,male
magenta,,adj,male
oh no we can't watch Elmo and Zoe right now but we'll watch them later okay,,co co pro:sub mod v n:prop coord n:prop adv adv conj pro:sub v pro:obj adv adj,male
that's good,,pro:dem adj,male
that one's kinda pretty,,det:dem adj n prep adj,male
wait a minute I'm getting the little people,,v det:art n pro:sub part det:art adj n,male
Mommy's gonna go fix the beep beep beep,,adj part v v det:art n n n,male
big and small,,adj coord adj,male
very good,,adv adj,male
short and tall,,adj coord adj,male
I know you don't want to listen to Gigi's phone go beep beep beep,,pro:sub v pro:per mod v inf v prep adj n v n n n,male
ray oh I'm so proud of you,,n co pro:sub adv adj prep pro:per,male
what a good boy,,pro:int det:art adj n,male
wide narrow,,adj adj,male
very good,,adv adj,male
ready,,adj,male
happy sad,,adj adj,male
okay very nice,,co adv adj,male
that's a little pretty too,,pro:dem det:art adj adv adv,male
how are your fish are they good,,pro:int cop det:poss n cop pro:sub adj,male
are they good,,cop pro:sub adj,male
football empty full,,adj adj,male
I clean up clean up,,pro:sub v adv adj adv,male
clean up clean up,,v adv adj adv,male
what are you doing silly,,pro:int aux pro:per part adj,male
oh that bowl is gettin pretty full,,co det:dem n aux part adv adj,male
okay get a new bowl,,co v det:art adj n,male
where's your new bowl,,pro:int det:poss adj n,male
want the big one,,v det:art adj pro:indef,male
empty full,,adj adj,male
yeah all by herself she called me to do it but I couldn't cuz I had my hands full,,co adv prep pro:refl pro:sub v pro:obj inf v pro:per conj pro:sub mod conj pro:sub v det:poss n adj,male
three four five okay there's five,,det:num det:num det:num adj pro:exist det:num,male
happy sad,,adj adj,male
okay look do it this way honey okay you got it,,co co v pro:per pro:dem adv n adj pro:per v pro:per,male
very nice,,adv adj,male
big and small short and tall,,adj coord adj adj coord adj,male
and a little spider,,coord det:art adj n,male
oh that's alright,,co pro:dem adj,male
that's cute I forgot we had those,,pro:dem adj pro:sub v pro:sub v pro:dem,male
you're a little drooly,,pro:per det:art adj n,male
that's okay,,pro:dem adj,male
red heart,,adj n,male
Zoe tried on her new tee+ball uniform over and over and over,,n:prop v prep det:poss adj adj adv coord adv coord adv,male
is it broke,,cop pro:per adj,male
they're wonderful,,pro:sub adj,male
she was so excited as she looked at her favorite player hanging on her bedroom wall,,pro:sub aux adv part prep pro:sub v prep det:poss adj n part prep det:poss n,male
it's fun,,pro:per adj,male
everybody on Sesame Street's getting ready to practice,,pro:indef prep n:prop n aux part adj inf v,male
mm mm is that good,,co co aux det:dem adj,male
Zoe's mommy and daddy made her a nice lunch after her busy day,,adj n coord n v pro:obj det:art adj n prep det:poss adj n,male
the team all got together for the big game,,det:art n adv v adv prep det:art adj n,male
go to Joanne's,,v prep adj,male
oh sure,,co adj,male
a polar bear how cute,,det:art adj n pro:int adj,male
did you see the polar bear at the zoo,,mod pro:per v det:art adj n prep det:art n,male
oh no you've past it,,co co pro:per adj pro:per,male
the black crayon,,det:art adj n,male
you're such a good boy I love when you share,,pro:per qn det:art adj n pro:sub n conj pro:per v,male
would you like to find a clean page,,mod pro:per v inf v det:art adj n,male
he's like holding it like real far away like this and he's standing over here and he's goin abee abee abee,,pro:sub co part pro:per v adj adv adv co det:dem coord pro:sub part prep n coord pro:sub part chi chi chi,male
I think you were right and Mommy was wrong,,pro:sub v pro:per cop adv coord n:prop cop adj,male
okay well take 'em out of there you have to go this way look,,adj adv v pro:obj adv prep adv pro:per v inf v det:dem adv co,male
put it in there put it inside the pocket oh very nice okay now smooth it out,,v pro:per prep n v pro:per prep det:art n co adv adj co adv v pro:per adv,male
good smoothing,,adj n:gerund,male
you're right Alex I think,,pro:per adj n:prop pro:sub v,male
you are the silliest,,pro:per cop det:art adj,male
Alex you were right and Mommy was wrong,,n:prop pro:per cop adv coord n:prop cop adj,male
I boughtchu all new Play_Doh for Christmas,,pro:sub v pro:per adv adj n:prop prep n:prop,male
you're so full of bologna,,pro:per adv adj prep n,male
wow good job good boy,,co adj n adj n,male
no he didn't even care,,co pro:sub mod adj n,male
a red wagon,,det:art adj n,male
I'm very proud of you,,pro:sub adv adj prep pro:per,male
let's get a new bowl,,v v det:art adj n,male
xxx it's tricky,,pro:per adj,male
that was Mommy's fault,,pro:dem cop adj n,male
very nice,,adv adj,male
how bout this little bowl,,pro:int prep det:dem adj n,male
don't get too close,,mod v adv adj,male
orange,,adj,male
there oh wonderful smooth it out,,adv co adj v pro:per adv,male
very good,,adv adj,male
no this is blue,,qn pro:dem cop adj,male
great smoothing,,adj n:gerund,male
blue,,adj,male
blue,,adj,male
oh that's wonderful,,co pro:rel adj,male
brown,,adj,male
very nice job,,adv adj n,male
that's yucky,,pro:dem adj,male
pink,,adj,male
very good,,adv adj,male
this big star,,det:dem adj n,male
oh that's a big star,,co pro:dem det:art adj n,male
this is such a fabulous gift,,pro:dem cop qn det:art adj n,male
poor Manuela,,adj n:prop,male
very nice job great smoothing out,,adv adj n adj n:gerund adv,male
here's red and blue,,pro:exist n coord adj,male
what a nice toy,,pro:int det:art adj n,male
blue,,adj,male
very nice job,,adv adj n,male
good job,,adj n,male
hooray very good,,co adv adj,male
oh try not to rip too many more pages out cause that poor book's had it,,co v neg inf v adv qn qn n adv conj det:dem adj adj v pro:per,male
I think it's upstairs,,pro:sub v pro:per adj,male
same thing,,adj n,male
orange,,adj,male
oh there's w a little teeny one see it,,co pro:exist n:let det:art adj adj pro:indef v pro:per,male
no that's red,,co pro:dem adj,male
a pink okay,,det:art n adj,male
would you like a pop for real or are you just sayin' that,,mod pro:per conj det:art n prep adj coord cop pro:per adv part comp,male
that's blue,,pro:dem adj,male
a pig a little piggie page nine,,det:art n det:art adj n v det:num,male
pink,,adj,male
white don't lemme see where's the white,,adj mod v pro:obj v pro:int det:art n,male
oh it broke you need a new one,,co pro:per v pro:per v det:art adj pro:indef,male
you hold the piggy,,pro:per v det:art adj,male
here's a new one,,pro:exist det:art adj pro:indef,male
would you like a big big bowl,,mod pro:per conj det:art adj adj n,male
that's yellow,,pro:dem adj,male
this one's not broken,,pro:dem adj neg part,male
